Freq.Sweep,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy
"Rated Frequency","R, Re(Z) in Ohm","X, Im(Z) in Ohm","Z, Magnitude in Ohm","R1 in Ohm","X1 in Ohm","R2 in Ohm","X2 in Ohm","Z1 in Ohm","Z2 in Ohm","Z0 in Ohm"
29.500000,1243.165973,711.319523,1432.283875,1830.636123,1532.971595,1830.636123,1532.971595,2387.724969,2387.724969,934.508146
29.666667,1382.696384,721.627179,1559.677875,2042.232094,1537.746543,2042.232094,1537.746543,2556.438217,2556.438217,912.876143
29.833333,1543.303525,711.578483,1699.449825,2285.263159,1512.452770,2285.263159,1512.452770,2740.427173,2740.427173,892.213169
30.000000,1724.116291,671.753809,1850.359469,2558.434550,1442.932295,2558.434550,1442.932295,2937.284623,2937.284623,872.459295
30.166667,1920.426465,590.653734,2009.206221,2854.694458,1311.910238,2854.694458,1311.910238,3141.717512,3141.717512,853.559978
30.333333,2121.458846,456.177630,2169.950614,3157.889571,1101.213079,3157.889571,1101.213079,3344.388851,3344.388851,835.465294
30.500000,2308.576978,259.132637,2323.074986,3440.074009,797.032213,3440.074009,797.032213,3531.199447,3531.199447,818.129305
30.666667,2455.881267,-1.153888,2455.881538,3662.407973,398.342690,3662.407973,398.342690,3684.007201,3684.007201,801.509550
30.833333,2535.480748,-311.184196,2554.505476,3783.066632,-74.622935,3783.066632,-74.622935,3783.802548,3783.802548,785.566623
31.000000,2527.367648,-642.144427,2607.668823,3772.052473,-578.658303,3772.052473,-578.658303,3816.179410,3816.179410,770.263832
31.166667,2428.919604,-956.928992,2610.625124,3625.446634,-1058.122314,3625.446634,-1058.122314,3776.703077,3776.703077,755.566915
31.333333,2256.849295,-1222.810284,2566.833405,3368.330164,-1463.943357,3368.330164,-1463.943357,3672.707209,3672.707209,741.443809
31.500000,2039.710928,-1421.589692,2486.229660,3043.542169,-1768.843523,3043.542169,-1768.843523,3520.221065,3520.221065,727.864457
31.666667,1806.753876,-1551.422532,2381.443143,2694.961016,-1970.073395,2694.961016,-1970.073395,3338.263629,3338.263629,714.800641
31.833333,1580.117856,-1621.768581,2264.267159,2355.799171,-2081.837110,2355.799171,-2081.837110,3143.856785,3143.856785,702.225844
32.000000,1372.665990,-1646.571398,2143.690577,2045.354268,-2125.061896,2045.354268,-2125.061896,2949.468112,2949.468112,690.115125
32.166667,1189.639764,-1642.124847,2027.761520,1771.491859,-2124.198812,1771.491859,-2124.198812,2765.936370,2765.936370,678.445017
